"item_short","CNT","full_credit","no_credit"
"S425Q05","ESP",303,157
"S425Q05","EST",312,117
"S425Q05","FIN",276,144
"S425Q05","FRA",265,164
"S425Q05","GBR",649,378
"S425Q05","GRC",263,155
"S425Q05","HKG",318,92
"S425Q05","HRV",265,202
"S425Q05","HUN",272,154
"S425Q05","IRL",387,213
"S425Q05","ISL",159,104
"S425Q05","ISR",268,167
"S425Q05","ITA",573,258
"S425Q05","JPN",384,110
"S425Q05","KOR",333,108
"S425Q05","LTU",313,208
"S425Q05","LUX",224,142
"S425Q05","LVA",238,148
"S425Q05","MAC",254,74
"S425Q05","MEX",274,208
"S425Q05","MNE",169,229
"S425Q05","NLD",298,121
"S425Q05","NOR",262,151
"S425Q05","NZL",225,100
"S425Q05","PER",199,210
"S425Q05","POL",332,163
"S425Q05","PRT",348,168
"S425Q05","QAT",631,553
"S425Q05","QCH",543,251
"S425Q05","QES",1537,803
"S425Q05","QUC",86,38
"S425Q05","QUE",98,45
"S425Q05","RUS",248,191
"S425Q05","SGP",326,115
"S425Q05","SVK",268,187
"S425Q05","SVN",303,144
"S425Q05","SWE",233,137
"S425Q05","TAP",404,171
"S425Q05","THA",268,309
"S425Q05","TUN",148,154
"S425Q05","TUR",261,196
"S425Q05","URY",244,176
"S425Q05","USA",282,122
"S428Q01","ARE",373,704
"S428Q01","AUS",569,562
"S428Q01","AUT",320,228
"S428Q01","BEL",435,296
"S428Q01","BGR",244,206
"S428Q01","BRA",593,938
"S428Q01","CAN",809,713
"S428Q01","CHE",394,240
"S428Q01","CHL",288,257
"S428Q01","COL",353,535
"S428Q01","CRI",175,277
"S428Q01","CZE",387,152
"S428Q01","DEU",313,182
"S428Q01","DNK",268,250
"S428Q01","DOM",106,382
"S428Q01","ESP",311,211
"S428Q01","EST",284,137
"S428Q01","FIN",245,258
"S428Q01","FRA",225,215
"S428Q01","GBR",553,538
"S428Q01","GRC",253,178
"S428Q01","HKG",268,120
"S428Q01","HRV",227,208
"S428Q01","HUN",298,152
"S428Q01","IRL",307,349
"S428Q01","ISL",109,115
"S428Q01","ISR",310,227
"S428Q01","ITA",633,290
"S428Q01","JPN",365,169
"S428Q01","KOR",293,127
"S428Q01","LTU",280,234
"S428Q01","LUX",210,206
"S428Q01","LVA",197,163
"S428Q01","MAC",198,151
"S428Q01","MEX",236,342
"S428Q01","MNE",218,211
"S428Q01","NLD",272,141
"S428Q01","NOR",221,178
"S428Q01","NZL",188,166
"S428Q01","PER",167,326
"S428Q01","POL",362,126
"S428Q01","PRT",326,248
"S428Q01","QAT",429,877
"S428Q01","QCH",470,262
"S428Q01","QES",1518,995
"S428Q01","QUC",68,48
"S428Q01","QUE",65,64
"S428Q01","RUS",278,159
"S428Q01","SGP",359,129
"S428Q01","SVK",325,144
"S428Q01","SVN",337,188
"S428Q01","SWE",291,128
"S428Q01","TAP",438,143
"S428Q01","THA",162,408
"S428Q01","TUN",79,280
"S428Q01","TUR",253,165
"S428Q01","URY",204,250
"S428Q01","USA",201,229
"S428Q03","ARE",568,501
"S428Q03","AUS",869,255
"S428Q03","AUT",440,107
"S428Q03","BEL",559,171
"S428Q03","BGR",287,160
"S428Q03","BRA",743,772
"S428Q03","CAN",1181,343
"S428Q03","CHE",490,141
"S428Q03","CHL",375,166
"S428Q03","COL",496,391
"S428Q03","CRI",248,203
"S428Q03","CZE",416,124
"S428Q03","DEU",410,82
"S428Q03","DNK",391,122
"S428Q03","DOM",117,368
"S428Q03","ESP",360,164
"S428Q03","EST",354,69
"S428Q03","FIN",402,101
"S428Q03","FRA",322,115
"S428Q03","GBR",796,294
"S428Q03","GRC",268,163
"S428Q03","HKG",345,44
"S428Q03","HRV",326,111
"S428Q03","HUN",336,114
"S428Q03","IRL",468,189
"S428Q03","ISL",158,64
"S428Q03","ISR",374,159
"S428Q03","ITA",641,273
"S428Q03","JPN",443,90
"S428Q03","KOR",344,74
"S428Q03","LTU",338,172
"S428Q03","LUX",301,117
"S428Q03","LVA",267,94
"S428Q03","MAC",300,48
"S428Q03","MEX",334,241
"S428Q03","MNE",224,205
"S428Q03","NLD",323,88
"S428Q03","NOR",274,122
"S428Q03","NZL",284,69
"S428Q03","PER",225,261
"S428Q03","POL",396,92
"S428Q03","PRT",401,168
"S428Q03","QAT",625,678
"S428Q03","QCH",623,109
"S428Q03","QES",1706,801
"S428Q03","QUC",96,21
"S428Q03","QUE",100,28
"S428Q03","RUS",336,98
"S428Q03","SGP",419,68
"S428Q03","SVK",329,140
"S428Q03","SVN",431,94
"S428Q03","SWE",303,115
"S428Q03","TAP",498,84
"S428Q03","THA",364,202
"S428Q03","TUN",143,219
"S428Q03","TUR",205,210
"S428Q03","URY",279,170
"S428Q03","USA",316,113
"S437Q01","ARE",661,448
"S437Q01","AUS",743,386
"S437Q01","AUT",378,137
"S437Q01","BEL",487,210
"S437Q01","BGR",327,135
"S437Q01","BRA",734,805
"S437Q01","CAN",1100,497
"S437Q01","CHE",439,210
"S437Q01","CHL",320,244
"S437Q01","COL",407,483
"S437Q01","CRI",203,249
"S437Q01","CZE",412,124
"S437Q01","DEU",340,139
"S437Q01","DNK",340,137
"S437Q01","DOM",188,278
"S437Q01","ESP",361,169
"S437Q01","EST",356,111
"S437Q01","FIN",391,65
"S437Q01","FRA",321,167
"S437Q01","GBR",733,394
"S437Q01","GRC",291,140
"S437Q01","HKG",356,40
"S437Q01","HRV",308,115
"S437Q01","HUN",336,60
"S437Q01","IRL",386,225
"S437Q01","ISL",189,58
"S437Q01","ISR",371,132
"S437Q01","ITA",628,250
"S437Q01","JPN",364,111
"S437Q01","KOR",225,198
"S437Q01","LTU",336,142
"S437Q01","LUX",300,144
"S437Q01","LVA",298,101
"S437Q01","MAC",305,58
"S437Q01","MEX",282,308
"S437Q01","MNE",225,204
"S437Q01","NLD",304,67
"S437Q01","NOR",335,105
"S437Q01","NZL",226,131
"S437Q01","PER",232,274
"S437Q01","POL",359,122
"S437Q01","PRT",361,227
"S437Q01","QAT",782,525
"S437Q01","QCH",648,94
"S437Q01","QES",1674,792
"S437Q01","QUC",76,52
"S437Q01","QUE",89,54
"S437Q01","RUS",341,130
"S437Q01","SGP",367,145
"S437Q01","SVK",357,113
"S437Q01","SVN",391,94
"S437Q01","SWE",297,117
"S437Q01","TAP",509,98
"S437Q01","THA",240,379
"S437Q01","TUN",269,107
"S437Q01","TUR",236,193
"S437Q01","URY",222,217
"S437Q01","USA",271,186
"S437Q03","ARE",471,630
"S437Q03","AUS",578,542
"S437Q03","AUT",290,224
"S437Q03","BEL",347,347
"S437Q03","BGR",172,291
"S437Q03","BRA",626,900
"S437Q03","CAN",716,877
"S437Q03","CHE",319,331
"S437Q03","CHL",311,252
"S437Q03","COL",397,491
"S437Q03","CRI",195,253
"S437Q03","CZE",338,198
"S437Q03","DEU",234,246
"S437Q03","DNK",247,230
"S437Q03","DOM",127,337
"S437Q03","ESP",277,251
"S437Q03","EST",237,230
"S437Q03","FIN",297,157
"S437Q03","FRA",271,216
"S437Q03","GBR",522,603
"S437Q03","GRC",221,207
"S437Q03","HKG",264,131
"S437Q03","HRV",221,204
"S437Q03","HUN",234,157
"S437Q03","IRL",270,341
"S437Q03","ISL",100,146
"S437Q03","ISR",224,273
"S437Q03","ITA",448,431
"S437Q03","JPN",247,228
"S437Q03","KOR",225,198
"S437Q03","LTU",214,263
"S437Q03","LUX",218,223
"S437Q03","LVA",150,248
"S437Q03","MAC",208,155
"S437Q03","MEX",243,344
"S437Q03","MNE",154,276
"S437Q03","NLD",214,156
"S437Q03","NOR",226,212
"S437Q03","NZL",180,178
"S437Q03","PER",200,304
"S437Q03","POL",248,233
"S437Q03","PRT",259,327
"S437Q03","QAT",585,718
"S437Q03","QCH",517,223
"S437Q03","QES",1301,1156
"S437Q03","QUC",65,61
"S437Q03","QUE",82,61
"S437Q03","RUS",203,268
"S437Q03","SGP",283,227
"S437Q03","SVK",257,213
"S437Q03","SVN",221,263
"S437Q03","SWE",219,192
"S437Q03","TAP",408,196
"S437Q03","THA",270,351
"S437Q03","TUN",126,252
"S437Q03","TUR",120,306
"S437Q03","URY",182,257
"S437Q03","USA",229,228
"S437Q04","ARE",437,665
"S437Q04","AUS",635,485
"S437Q04","AUT",302,211
"S437Q04","BEL",382,310
"S437Q04","BGR",200,259
"S437Q04","BRA",517,975
"S437Q04","CAN",938,652
"S437Q04","CHE",348,301
"S437Q04","CHL",264,295
"S437Q04","COL",306,583
"S437Q04","CRI",123,320
"S437Q04","CZE",305,229
"S437Q04","DEU",297,180
"S437Q04","DNK",245,229
"S437Q04","DOM",85,366
"S437Q04","ESP",245,278
"S437Q04","EST",265,200
"S437Q04","FIN",331,125
"S437Q04","FRA",266,217
"S437Q04","GBR",513,608
"S437Q04","GRC",194,233
"S437Q04","HKG",247,149
"S437Q04","HRV",193,229
"S437Q04","HUN",241,151
"S437Q04","IRL",257,356
"S437Q04","ISL",140,106
"S437Q04","ISR",227,272
"S437Q04","ITA",448,420
"S437Q04","JPN",286,190
"S437Q04","KOR",265,158
"S437Q04","LTU",265,209
"S437Q04","LUX",223,217
"S437Q04","LVA",230,167
"S437Q04","MAC",201,161
"S437Q04","MEX",117,464
"S437Q04","MNE",127,286
"S437Q04","NLD",215,155
"S437Q04","NOR",270,169
"S437Q04","NZL",194,164
"S437Q04","PER",104,394
"S437Q04","POL",262,218
"S437Q04","PRT",195,389
"S437Q04","QAT",442,854
"S437Q04","QCH",396,343
"S437Q04","QES",1148,1296
"S437Q04","QUC",74,50
"S437Q04","QUE",75,68
"S437Q04","RUS",247,220
"S437Q04","SGP",338,172
"S437Q04","SVK",178,291
"S437Q04","SVN",248,237
"S437Q04","SWE",244,167
"S437Q04","TAP",275,332
"S437Q04","THA",265,352
"S437Q04","TUN",169,206
"S437Q04","TUR",150,277
"S437Q04","URY",156,275
"S437Q04","USA",208,248
"S438Q01","ARE",635,431
"S438Q01","AUS",852,262
"S438Q01","AUT",433,109
"S438Q01","BEL",592,128
"S438Q01","BGR",289,142
"S438Q01","BRA",670,622
"S438Q01","CAN",1133,377
"S438Q01","CHE",511,112
"S438Q01","CHL",388,132
"S438Q01","COL",680,170
"S438Q01","CRI",287,145
"S438Q01","CZE",458,78
"S438Q01","DEU",422,71
"S438Q01","DNK",414,99
"S438Q01","DOM",164,266
"S438Q01","ESP",412,105
"S438Q01","EST",337,84
"S438Q01","FIN",421,78
"S438Q01","FRA",336,102
"S438Q01","GBR",879,208
"S438Q01","GRC",285,145
"S438Q01","HKG",309,75
"S438Q01","HRV",309,126
"S438Q01","HUN",368,79
"S438Q01","IRL",532,119
"S438Q01","ISL",177,45
"S438Q01","ISR",287,170
"S438Q01","ITA",748,153
"S438Q01","JPN",377,147
"S438Q01","KOR",293,128
"S438Q01","LTU",386,125
"S438Q01","LUX",296,108
"S438Q01","LVA",288,69
"S438Q01","MAC",268,68
"S438Q01","MEX",394,137
"S438Q01","MNE",253,162
"S438Q01","NLD",358,55
"S438Q01","NOR",316,74
"S438Q01","NZL",278,68
"S438Q01","PER",267,171
"S438Q01","POL",392,89
"S438Q01","PRT",374,173
"S438Q01","QAT",675,610
"S438Q01","QCH",494,231
"S438Q01","QES",2046,426
"S438Q01","QUC",93,20
"S438Q01","QUE",97,28
"S438Q01","RUS",311,111
"S438Q01","SGP",354,132
"S438Q01","SVK",347,116
"S438Q01","SVN",428,99
"S438Q01","SWE",319,87
"S438Q01","TAP",424,158
"S438Q01","THA",352,197
"S438Q01","TUN",152,187
"S438Q01","TUR",233,184
"S438Q01","URY",277,152
"S438Q01","USA",311,104
"S438Q02","ARE",469,575
"S438Q02","AUS",751,340
"S438Q02","AUT",278,254
"S438Q02","BEL",454,250
"S438Q02","BGR",181,245
"S438Q02","BRA",470,765
"S438Q02","CAN",992,494
"S438Q02","CHE",343,262
"S438Q02","CHL",311,196
"S438Q02","COL",440,396
"S438Q02","CRI",203,213
"S438Q02","CZE",310,209
"S438Q02","DEU",285,194
"S438Q02","DNK",285,215
"S438Q02","DOM",142,265
"S438Q02","ESP",334,175
"S438Q02","EST",323,92
"S438Q02","FIN",356,134
"S438Q02","FRA",237,178
"S438Q02","GBR",706,358
"S438Q02","GRC",206,218
"S438Q02","HKG",273,108
"S438Q02","HRV",252,176
"S438Q02","HUN",264,176
"S438Q02","IRL",457,186
"S438Q02","ISL",118,98
"S438Q02","ISR",313,138
"S438Q02","ITA",471,409
"S438Q02","JPN",376,145
"S438Q02","KOR",252,168
"S438Q02","LTU",292,215
"S438Q02","LUX",205,189
"S438Q02","LVA",264,91
"S438Q02","MAC",250,84
"S438Q02","MEX",273,245
"S438Q02","MNE",142,258
"S438Q02","NLD",283,129
"S438Q02","NOR",220,151
"S438Q02","NZL",226,109
"S438Q02","PER",198,223
"S438Q02","POL",320,160
"S438Q02","PRT",321,217
"S438Q02","QAT",511,746
"S438Q02","QCH",560,161
"S438Q02","QES",1633,806
"S438Q02","QUC",84,30
"S438Q02","QUE",87,37
"S438Q02","RUS",270,144
"S438Q02","SGP",365,117
"S438Q02","SVK",234,230
"S438Q02","SVN",335,185
"S438Q02","SWE",251,138
"S438Q02","TAP",416,166
"S438Q02","THA",280,265
"S438Q02","TUN",122,198
"S438Q02","TUR",207,204
"S438Q02","URY",208,204
"S438Q02","USA",269,144
"S458Q02","ARE",402,652
"S458Q02","AUS",669,437
"S458Q02","AUT",212,331
"S458Q02","BEL",334,393
"S458Q02","BGR",154,285
"S458Q02","BRA",439,1207
"S458Q02","CAN",880,660
"S458Q02","CHE",301,320
"S458Q02","CHL",288,255
"S458Q02","COL",390,494
"S458Q02","CRI",178,295
"S458Q02","CZE",314,246
"S458Q02","DEU",264,241
"S458Q02","DNK",237,279
"S458Q02","DOM",142,319
"S458Q02","ESP",281,197
"S458Q02","EST",231,194
"S458Q02","FIN",292,190
"S458Q02","FRA",245,215
"S458Q02","GBR",627,466
"S458Q02","GRC",185,252
"S458Q02","HKG",203,224
"S458Q02","HRV",257,203
"S458Q02","HUN",229,207
"S458Q02","IRL",376,259
"S458Q02","ISL",146,119
"S458Q02","ISR",214,248
"S458Q02","ITA",555,320
"S458Q02","JPN",293,215
"S458Q02","KOR",188,234
"S458Q02","LTU",206,271
"S458Q02","LUX",176,211
"S458Q02","LVA",145,220
"S458Q02","MAC",175,186
"S458Q02","MEX",227,348
"S458Q02","MNE",155,267
"S458Q02","NLD",104,307
"S458Q02","NOR",167,240
"S458Q02","NZL",209,137
"S458Q02","PER",168,340
"S458Q02","POL",300,191
"S458Q02","PRT",301,263
"S458Q02","QAT",494,827
"S458Q02","QCH",391,373
"S458Q02","QES",1443,1001
"S458Q02","QUC",80,44
"S458Q02","QUE",86,57
"S458Q02","RUS",147,282
"S458Q02","SGP",207,240
"S458Q02","SVK",261,237
"S458Q02","SVN",220,272
"S458Q02","SWE",198,225
"S458Q02","TAP",210,361
"S458Q02","THA",184,438
"S458Q02","TUN",94,295
"S458Q02","TUR",190,257
"S458Q02","URY",181,256
"S458Q02","USA",231,179
"S465Q02","ARE",461,593
"S465Q02","AUS",782,346
"S465Q02","AUT",322,217
"S465Q02","BEL",441,283
"S465Q02","BGR",226,224
"S465Q02","BRA",660,936
"S465Q02","CAN",1051,455
"S465Q02","CHE",410,225
"S465Q02","CHL",325,218
"S465Q02","COL",453,433
"S465Q02","CRI",187,262
"S465Q02","CZE",326,208
"S465Q02","DEU",313,173
"S465Q02","DNK",334,174
"S465Q02","DOM",191,275
"S465Q02","ESP",315,205
"S465Q02","EST",281,139
"S465Q02","FIN",353,144
"S465Q02","FRA",267,163
"S465Q02","GBR",711,367
"S465Q02","GRC",229,195
"S465Q02","HKG",233,155
"S465Q02","HRV",230,197
"S465Q02","HUN",222,221
"S465Q02","IRL",405,247
"S465Q02","ISL",132,85
"S465Q02","ISR",257,259
"S465Q02","ITA",551,365
"S465Q02","JPN",386,145
"S465Q02","KOR",294,121
"S465Q02","LTU",236,274
"S465Q02","LUX",240,168
"S465Q02","LVA",183,175
"S465Q02","MAC",202,146
"S465Q02","MEX",266,325
"S465Q02","MNE",140,272
"S465Q02","NLD",248,162
"S465Q02","NOR",265,128
"S465Q02","NZL",253,99
"S465Q02","PER",253,252
"S465Q02","POL",308,172
"S465Q02","PRT",368,206
"S465Q02","QAT",500,739
"S465Q02","QCH",491,231
"S465Q02","QES",1543,953
"S465Q02","QUC",91,24
"S465Q02","QUE",89,39
"S465Q02","RUS",189,245
"S465Q02","SGP",302,183
"S465Q02","SVK",258,196
"S465Q02","SVN",335,186
"S465Q02","SWE",283,131
"S465Q02","TAP",390,187
"S465Q02","THA",310,266
"S465Q02","TUN",131,228
"S465Q02","TUR",181,235
"S465Q02","URY",222,219
"S465Q02","USA",266,161
"S465Q04","ARE",412,638
"S465Q04","AUS",465,660
"S465Q04","AUT",184,349
"S465Q04","BEL",304,417
"S465Q04","BGR",170,276
"S465Q04","CAN",623,885
"S465Q04","CHE",208,426
"S465Q04","CHL",106,435
"S465Q04","CZE",244,287
"S465Q04","DEU",189,296
"S465Q04","DNK",193,314
"S465Q04","DOM",129,347
"S465Q04","ESP",160,358
"S465Q04","EST",223,198
"S465Q04","FIN",211,290
"S465Q04","FRA",101,334
"S465Q04","GBR",358,717
"S465Q04","GRC",132,294
"S465Q04","HKG",159,229
"S465Q04","HRV",195,236
"S465Q04","HUN",215,233
"S465Q04","IRL",286,362
"S465Q04","ISR",26,108
"S465Q04","ITA",290,629
"S465Q04","KOR",189,227
"S465Q04","LTU",229,280
"S465Q04","LUX",125,280
"S465Q04","LVA",143,214
"S465Q04","MAC",142,207
"S465Q04","MEX",146,442
"S465Q04","MNE",163,248
"S465Q04","NLD",171,239
"S465Q04","NOR",143,253
"S465Q04","NZL",103,250
"S465Q04","PER",94,408
"S465Q04","POL",203,280
"S465Q04","PRT",127,443
"S465Q04","QAT",411,842
"S465Q04","QCH",394,331
"S465Q04","QES",753,1742
"S465Q04","QUC",43,73
"S465Q04","QUE",46,81
"S465Q04","RUS",177,258
"S465Q04","SGP",220,268
"S465Q04","SVK",222,240
"S465Q04","SVN",259,264
"S465Q04","SWE",140,271
"S465Q04","TAP",240,339
"S465Q04","THA",185,390
"S465Q04","TUN",83,276
"S465Q04","TUR",137,278
"S465Q04","USA",145,286
"S466Q01","ARE",571,512
"S466Q01","AUS",726,350
"S466Q01","AUT",386,150
"S466Q01","BEL",524,162
"S466Q01","BGR",208,202
"S466Q01","BRA",671,557
"S466Q01","CAN",1081,444
"S466Q01","CHE",433,175
"S466Q01","CHL",316,185
"S466Q01","COL",428,387
"S466Q01","CRI",257,166
"S466Q01","CZE",379,115
"S466Q01","DEU",347,138
"S466Q01","DNK",391,124
"S466Q01","DOM",127,262
"S466Q01","ESP",369,150
"S466Q01","EST",338,78
"S466Q01","FIN",356,89
"S466Q01","FRA",315,132
"S466Q01","GBR",738,363
"S466Q01","GRC",259,172
"S466Q01","HKG",298,98
"S466Q01","HRV",313,109
"S466Q01","HUN",310,104
"S466Q01","IRL",467,187
"S466Q01","ISL",166,78
"S466Q01","ISR",286,234
"S466Q01","ITA",614,239
"S466Q01","JPN",283,178
"S466Q01","KOR",284,138
"S466Q01","LTU",322,142
"S466Q01","LUX",280,126
"S466Q01","LVA",270,109
"S466Q01","MAC",247,105
"S466Q01","MEX",318,187
"S466Q01","MNE",189,190
"S466Q01","NLD",292,110
"S466Q01","NOR",296,110
"S466Q01","NZL",231,105
"S466Q01","PER",200,209
"S466Q01","POL",373,111
"S466Q01","PRT",369,142
"S466Q01","QAT",582,663
"S466Q01","QCH",497,263
"S466Q01","QES",1742,700
"S466Q01","QUC",65,51
"S466Q01","QUE",93,51
"S466Q01","RUS",298,115
"S466Q01","SGP",360,142
"S466Q01","SVK",296,155
"S466Q01","SVN",351,115
"S466Q01","SWE",313,94
"S466Q01","TAP",442,194
"S466Q01","THA",313,303
"S466Q01","TUN",126,189
"S466Q01","TUR",261,199
"S466Q01","URY",239,162
"S466Q01","USA",267,155
"S466Q05","ARE",393,685
"S466Q05","AUS",459,607
"S466Q05","AUT",367,169
"S466Q05","BEL",377,306
"S466Q05","BGR",188,216
"S466Q05","BRA",344,834
"S466Q05","CAN",678,834
"S466Q05","CHE",348,260
"S466Q05","CHL",187,306
"S466Q05","COL",211,588
"S466Q05","CRI",142,281
"S466Q05","CZE",317,176
"S466Q05","DEU",345,133
"S466Q05","DNK",288,222
"S466Q05","DOM",110,263
"S466Q05","ESP",268,244
"S466Q05","EST",201,214
"S466Q05","FIN",347,98
"S466Q05","FRA",211,233
"S466Q05","GBR",485,616
"S466Q05","GRC",160,271
"S466Q05","HKG",235,159
"S466Q05","HRV",235,183
"S466Q05","HUN",282,128
"S466Q05","IRL",358,293
"S466Q05","ISL",135,106
"S466Q05","ISR",198,316
"S466Q05","ITA",474,378
"S466Q05","JPN",281,178
"S466Q05","KOR",245,178
"S466Q05","LTU",254,202
"S466Q05","LUX",221,180
"S466Q05","LVA",229,150
"S466Q05","MAC",184,167
"S466Q05","MEX",122,375
"S466Q05","NLD",277,125
"S466Q05","NOR",246,160
"S466Q05","NZL",142,193
"S466Q05","PER",127,254
"S466Q05","POL",300,185
"S466Q05","PRT",178,328
"S466Q05","QAT",434,790
"S466Q05","QCH",412,349
"S466Q05","QES",1356,1067
"S466Q05","QUC",51,62
"S466Q05","QUE",72,72
"S466Q05","RUS",237,171
"S466Q05","SGP",257,243
"S466Q05","SVK",285,161
"S466Q05","SVN",312,152
"S466Q05","SWE",226,181
"S466Q05","TAP",460,174
"S466Q05","THA",246,359
"S466Q05","TUN",106,204
"S466Q05","TUR",182,277
"S466Q05","URY",158,237
"S466Q05","USA",197,219
"S466Q07","ARE",611,468
"S466Q07","AUS",771,303
"S466Q07","AUT",432,105
"S466Q07","BEL",465,214
"S466Q07","BGR",200,206
"S466Q07","BRA",412,796
"S466Q07","CAN",1120,397
"S466Q07","CHE",442,168
"S466Q07","CHL",225,273
"S466Q07","COL",562,245
"S466Q07","CRI",313,111
"S466Q07","CZE",366,127
"S466Q07","DEU",392,88
"S466Q07","DNK",397,115
"S466Q07","DOM",106,277
"S466Q07","ESP",419,97
"S466Q07","EST",281,135
"S466Q07","FIN",327,118
"S466Q07","FRA",324,121
"S466Q07","GBR",816,282
"S466Q07","GRC",290,142
"S466Q07","HKG",322,74
"S466Q07","HRV",301,119
"S466Q07","HUN",298,114
"S466Q07","IRL",479,172
"S466Q07","ISL",136,107
"S466Q07","ISR",331,189
"S466Q07","ITA",612,240
"S466Q07","JPN",396,65
"S466Q07","KOR",269,154
"S466Q07","LTU",291,171
"S466Q07","LUX",281,124
"S466Q07","LVA",281,98
"S466Q07","MAC",292,60
"S466Q07","MEX",306,195
"S466Q07","MNE",157,219
"S466Q07","NLD",273,128
"S466Q07","NOR",315,87
"S466Q07","NZL",244,88
"S466Q07","PER",187,211
"S466Q07","POL",382,104
"S466Q07","PRT",356,154
"S466Q07","QAT",634,598
"S466Q07","QCH",632,130
"S466Q07","QES",1950,479
"S466Q07","QUC",88,26
"S466Q07","QUE",115,29
"S466Q07","RUS",265,145
"S466Q07","SGP",360,139
"S466Q07","SVK",273,176
"S466Q07","SVN",333,133
"S466Q07","SWE",249,153
"S466Q07","TAP",475,159
"S466Q07","THA",390,220
"S466Q07","TUN",152,160
"S466Q07","TUR",263,198
"S466Q07","URY",252,143
"S466Q07","USA",320,100
"S476Q01","ARE",744,360
"S476Q01","AUS",789,311
"S476Q01","AUT",454,125
"S476Q01","BEL",535,191
"S476Q01","BGR",316,115
"S476Q01","BRA",781,824
"S476Q01","CAN",1124,356
"S476Q01","CHE",452,178
"S476Q01","CHL",373,150
"S476Q01","COL",549,373
"S476Q01","CRI",271,219
"S476Q01","CZE",407,114
"S476Q01","DEU",381,110
"S476Q01","DNK",318,215
"S476Q01","DOM",184,272
"S476Q01","ESP",398,88
"S476Q01","EST",306,104
"S476Q01","FIN",325,115
"S476Q01","FRA",287,142
"S476Q01","GBR",803,260
"S476Q01","GRC",293,120
"S476Q01","HKG",343,104
"S476Q01","HRV",370,113
"S476Q01","HUN",301,174
"S476Q01","IRL",507,119
"S476Q01","ISL",151,103
"S476Q01","ISR",359,178
"S476Q01","ITA",653,229
"S476Q01","JPN",404,100
"S476Q01","KOR",291,142
"S476Q01","LTU",333,208
"S476Q01","LUX",280,108
"S476Q01","LVA",241,104
"S476Q01","MAC",255,70
"S476Q01","MEX",303,248
"S476Q01","MNE",251,184
"S476Q01","NLD",331,119
"S476Q01","NOR",280,130
"S476Q01","NZL",249,95
"S476Q01","PER",290,225
"S476Q01","POL",372,119
"S476Q01","PRT",406,144
"S476Q01","QAT",861,400
"S476Q01","QCH",592,166
"S476Q01","QES",1981,465
"S476Q01","QUC",97,29
"S476Q01","QUE",98,39
"S476Q01","RUS",342,124
"S476Q01","SGP",368,74
"S476Q01","SVK",353,146
"S476Q01","SVN",338,156
"S476Q01","SWE",269,133
"S476Q01","TAP",472,128
"S476Q01","THA",416,230
"S476Q01","TUN",239,123
"S476Q01","TUR",306,154
"S476Q01","URY",308,165
"S476Q01","USA",320,126
"S476Q02","ARE",680,426
"S476Q02","AUS",782,325
"S476Q02","AUT",462,115
"S476Q02","BEL",485,248
"S476Q02","BGR",314,117
"S476Q02","BRA",887,715
"S476Q02","CAN",1153,332
"S476Q02","CHE",502,131
"S476Q02","CHL",357,173
"S476Q02","COL",475,444
"S476Q02","CRI",281,214
"S476Q02","CZE",426,101
"S476Q02","DEU",394,102
"S476Q02","DNK",381,146
"S476Q02","DOM",177,279
"S476Q02","ESP",381,106
"S476Q02","EST",309,102
"S476Q02","FIN",372,69
"S476Q02","FRA",309,133
"S476Q02","GBR",840,226
"S476Q02","GRC",181,234
"S476Q02","HKG",305,142
"S476Q02","HRV",354,136
"S476Q02","HUN",207,270
"S476Q02","IRL",504,124
"S476Q02","ISL",175,80
"S476Q02","ISR",256,278
"S476Q02","ITA",679,206
"S476Q02","JPN",358,147
"S476Q02","KOR",315,119
"S476Q02","LTU",262,280
"S476Q02","LUX",314,78
"S476Q02","LVA",164,180
"S476Q02","MAC",197,129
"S476Q02","MEX",244,309
"S476Q02","MNE",279,160
"S476Q02","NLD",381,69
"S476Q02","NOR",302,109
"S476Q02","NZL",242,105
"S476Q02","PER",260,255
"S476Q02","POL",397,94
"S476Q02","PRT",424,128
"S476Q02","QAT",766,497
"S476Q02","QCH",356,404
"S476Q02","QES",1855,596
"S476Q02","QUC",111,17
"S476Q02","QUE",99,39
"S476Q02","RUS",296,171
"S476Q02","SGP",396,45
"S476Q02","SVK",323,178
"S476Q02","SVN",349,145
"S476Q02","SWE",312,91
"S476Q02","TAP",309,290
"S476Q02","THA",382,264
"S476Q02","TUN",233,129
"S476Q02","TUR",341,118
"S476Q02","URY",299,179
"S476Q02","USA",319,126
"S476Q03","ARE",490,606
"S476Q03","AUS",572,537
"S476Q03","AUT",428,148
"S476Q03","BEL",456,266
"S476Q03","BGR",228,198
"S476Q03","BRA",715,871
"S476Q03","CAN",821,655
"S476Q03","CHE",424,206
"S476Q03","CHL",297,227
"S476Q03","COL",486,433
"S476Q03","CRI",229,260
"S476Q03","CZE",408,115
"S476Q03","DEU",360,135
"S476Q03","DNK",304,226
"S476Q03","DOM",166,280
"S476Q03","ESP",296,187
"S476Q03","EST",318,93
"S476Q03","FIN",340,102
"S476Q03","FRA",268,166
"S476Q03","GBR",491,570
"S476Q03","GRC",239,173
"S476Q03","HKG",323,123
"S476Q03","HRV",325,157
"S476Q03","HUN",281,197
"S476Q03","IRL",260,361
"S476Q03","ISL",135,118
"S476Q03","ISR",312,215
"S476Q03","ITA",629,252
"S476Q03","JPN",347,155
"S476Q03","KOR",271,163
"S476Q03","LTU",370,170
"S476Q03","LUX",248,137
